X_true_mm,Y_true_mm,Z_true_mm,X_pred_mm,Y_pred_mm,Z_pred_mm,pos_err_mm,ang_err_deg
181.475,-205.93872,212.57808,180.4301,-203.72508,210.01071,2.04804,9.574371
32.206413,-223.93935,356.63104,32.446262,-224.01929,355.7977,0.5027854,3.6378503
-7.750529,-138.64844,259.71207,-6.272277,-138.52512,255.88191,2.3713934,14.60913
199.41188,-208.34036,266.89328,201.60208,-208.1405,265.4593,1.5158334,0.23999585
-206.99379,-174.68437,331.47513,-205.11264,-173.08038,333.9703,2.027923,5.5121446
98.077225,-187.54005,366.22873,99.74789,-187.64665,365.40097,1.0782175,2.82607
-86.00886,-63.35056,422.727,-85.80476,-65.236786,424.1322,1.3631003,1.5573237
-162.29512,-130.91309,260.0168,-158.36784,-131.78249,259.09525,2.382481,6.0263205
87.39932,-247.79556,460.29242,86.03468,-243.80656,459.9695,2.4412167,2.7896576
-68.58903,-233.54395,454.28323,-66.23218,-233.67569,456.2293,1.7662867,1.1526526
-85.05208,245.02681,373.6425,-86.55491,245.48787,373.4605,0.9136358,6.343781
221.83888,-127.42776,239.2849,222.23944,-128.94214,240.69101,1.2153121,4.240525
-150.35083,-229.5862,330.0394,-151.46341,-228.7213,329.4542,0.88097435,7.7640796
6.086829,63.004894,219.66338,4.9847803,60.34991,216.18831,2.603814,5.9658294
-237.99341,25.820524,490.02863,-237.49237,23.719381,490.1086,1.2479634,1.086734
-168.31595,-55.57424,245.94669,-169.56898,-56.98332,248.02994,1.6222963,2.6491063
191.70937,116.66592,463.49213,190.15445,116.826744,461.40775,1.5042467,1.2519839
144.62376,218.49146,357.5895,144.00742,214.32907,358.22232,2.4566765,2.103172
28.417746,-51.822376,294.84918,29.296738,-54.26901,293.56696,1.6735932,4.9612565
-138.7733,-62.337086,224.04747,-141.02385,-65.60746,224.07889,2.2921102,3.4499023
28.873793,7.091674,369.47552,27.620108,6.944488,371.17374,1.2216536,2.23051
-243.92673,-132.76196,318.01065,-244.15105,-132.49567,318.3388,0.27623603,2.6771069
106.49682,-163.01305,235.55727,104.600395,-165.77393,235.42342,1.9353546,5.813255
108.37534,-55.659492,224.33054,100.25291,-49.652107,222.01709,5.9837193,6.6187553
73.022514,88.509514,340.93698,74.009415,85.50586,343.82462,2.4721344,3.2530699
55.669342,-242.615,240.78325,56.786263,-240.81415,240.55096,1.2307932,3.6274242
-213.14178,-180.80237,280.1376,-212.16786,-180.47058,278.55862,1.0880846,1.3586178
-126.79702,154.05406,494.2147,-128.2165,152.92824,494.79782,1.0988575,42.01144
37.189026,-83.92735,412.0573,36.736973,-85.25183,411.2016,0.9470725,1.6152682
-52.906616,29.577957,416.99463,-52.910583,28.739813,418.3707,0.9302446,8.021306
246.01161,-222.25316,492.93408,245.01875,-224.24855,493.36325,1.3104126,2.1831367
211.87268,25.386755,255.39539,210.16626,23.435722,254.06265,1.6827139,7.4819818
-173.99605,-236.13095,469.67706,-175.80858,-234.35867,471.01288,1.6543516,3.9442134
44.980293,-146.37079,224.59753,45.700783,-146.15704,224.55147,0.43470842,52.013718
98.10755,-26.051601,403.36542,97.465706,-23.228447,403.4172,1.6718103,0.5979693
-181.72829,11.906151,282.86166,-180.02498,10.031783,281.7509,1.5966989,7.53282
-93.70217,-187.34581,452.25143,-94.61565,-187.2088,451.12732,0.84000844,3.5939422
107.95892,-20.481651,471.38266,107.80964,-20.98891,471.18433,0.32605428,0.8766098
200.55405,140.24176,357.57526,200.86179,140.45969,355.82843,1.0317618,2.3179548
-79.12868,102.89371,317.27902,-80.0169,102.56128,318.3268,0.81594753,7.4263453
-130.52814,-65.460175,307.0697,-129.19864,-67.13354,307.32654,1.2428024,3.60749
160.896,-1.9276594,482.17218,162.70563,-5.153466,481.8293,2.1446173,1.9341079
42.49134,149.5014,457.74277,40.458134,147.66647,457.08728,1.6258909,4.0572925
-11.705789,-118.411964,461.81793,-11.444846,-117.9875,462.05298,0.31806982,2.4886212
-121.92499,-179.88976,402.70102,-119.181274,-179.35188,403.98383,1.7760314,0.52920455
-213.67082,234.50362,205.59686,-214.13925,233.27596,206.56697,0.9429895,9.191443
-241.05429,186.50368,330.35883,-243.14081,186.73631,330.4733,1.2139162,2.8755198
39.985092,187.09393,476.47,38.49985,187.61641,474.62384,1.4008607,0.9262424
-154.44485,-11.41387,227.2821,-149.4552,-8.430853,224.8282,3.643107,6.8900704
237.7665,-232.32396,308.88248,237.41934,-236.95662,302.8763,4.3839126,11.935552
-196.2614,121.48175,472.3142,-196.4195,121.883354,472.27167,0.25039285,2.2344828
-23.955606,145.07893,284.3817,-22.752611,143.72025,280.26135,2.599398,28.254879
-52.6701,232.56538,433.90848,-49.476772,228.81995,433.17734,2.8728743,3.3108637
-133.84425,-232.10973,287.28534,-131.9526,-231.72507,287.17267,1.1163911,5.592331
124.37786,156.40584,326.47598,125.994835,157.44688,322.33658,2.6352134,0.4933641
71.85238,-81.600945,253.80316,68.31632,-80.85314,254.59653,2.136378,5.485121
112.878845,83.29485,464.4186,111.83266,85.45119,465.50732,1.519823,1.2388318
-208.5957,200.28015,480.07465,-211.71063,197.561,480.73877,2.4178228,2.108904
-73.62829,-124.19095,392.529,-73.06371,-125.77921,393.64636,1.1675967,2.9487498
9.916537,246.71411,466.48245,8.685477,249.49103,464.92383,1.971132,1.5658185
-36.63943,-231.07565,310.87717,-40.579884,-232.28293,311.28308,2.3909166,2.9436255
-229.69122,-192.64221,499.05176,-228.65382,-193.7429,497.27734,1.3461386,1.1499442
-152.98627,-9.66113,450.67938,-152.5936,-7.172838,451.28094,1.4952885,2.7288325
222.51231,109.47541,417.47623,222.23073,108.87321,415.46158,1.2248466,1.4552822
-168.71513,213.24698,220.51854,-167.84853,210.48111,221.27434,1.7293806,2.6825473
176.02617,173.63573,470.32373,174.59592,173.07536,471.8655,1.2565441,1.6033136
161.06857,235.25667,450.08893,163.21786,237.08057,448.85828,1.7758158,0.6737521
-54.353123,-29.320679,302.9783,-49.877342,-32.516293,304.10233,3.240781,3.174878
-16.60824,-46.842304,343.86276,-16.521563,-45.391464,341.50507,1.5990813,1.0520626
162.00092,44.725044,222.88846,165.74664,44.858475,219.37395,2.966483,2.2358747
90.34316,95.97449,289.70456,90.478966,95.065575,290.9924,0.91343695,1.1395305
168.47188,201.44057,318.7834,169.64081,199.43999,320.86755,1.7993028,3.8367586
128.7983,46.01171,313.57047,130.24336,46.265007,311.48352,1.4728339,3.2845867
95.63574,202.98398,431.37042,95.656624,205.22112,427.64914,2.5068681,5.1038003
206.48706,-42.160816,468.40125,205.22482,-44.07766,469.41275,1.4480648,0.3866725
161.40356,135.67921,326.20776,161.43208,139.49335,323.45746,2.714934,3.0654519
-160.46866,249.03374,248.98502,-161.23296,250.11322,247.09204,1.3332652,4.440262
124.11214,-210.61514,471.77676,123.115265,-210.97566,473.0807,0.97021425,0.78396356
-206.65933,103.62202,243.08028,-202.0287,104.50718,246.03172,3.2112973,3.428018
-37.07188,201.57993,382.47693,-37.29047,200.29659,384.95032,1.6137323,1.3107334
-51.624058,197.24545,355.30994,-50.211704,198.11076,357.1639,1.4353539,3.9559755
-148.91594,186.3793,319.97223,-151.87918,187.12906,320.251,1.7720658,1.0774531
218.95255,-110.62642,243.56949,216.55725,-109.11479,241.66061,1.9719917,2.1855242
-202.61165,-46.84955,383.50235,-199.89972,-50.183975,382.03284,2.6224945,0.9451859
-247.5503,4.048348,477.40063,-247.34799,7.257533,476.7914,1.8895279,1.2841531
-88.5396,234.8364,272.46088,-85.43311,233.24054,274.7066,2.3972406,6.0760403
245.37236,-117.21872,484.15216,245.41846,-116.438065,486.13867,1.2325819,2.9776933
-117.652435,80.24805,356.9575,-117.87223,81.24875,355.86197,0.866002,2.3543012
165.34712,129.88957,413.31644,166.78513,127.47908,412.0454,1.7789356,37.238503
-163.44318,-176.65588,355.1369,-161.57347,-173.64117,356.04794,2.1145737,1.8855338
43.18918,185.1719,249.17737,40.385307,186.92136,249.201,1.9081256,3.8859787
229.20467,2.6145115,224.51643,229.14674,-0.42687356,225.08716,1.7869066,9.686222
108.256615,228.14793,210.24554,108.039246,229.61652,215.23395,3.0048933,3.5721264
240.25398,194.84557,213.84401,241.34398,196.91792,212.76373,1.4888198,12.325135
37.278324,223.7195,334.5132,39.317146,222.75684,333.83035,1.3601242,1.9781281
241.66736,-158.59103,304.44434,241.03528,-157.75758,306.19238,1.1761281,3.8199427
168.52351,167.32452,414.89822,166.76654,164.54158,415.73706,1.9608992,1.3964512
139.12411,181.40967,320.5347,138.89458,180.00215,323.21268,1.7517,3.6370046
194.24493,223.63916,346.42914,196.15875,221.45497,349.86072,2.5954525,1.046991
65.74576,74.77352,240.5366,70.10014,73.66706,238.37607,2.8782432,7.104239
-71.817726,-65.73397,415.75177,-74.35331,-64.9215,416.25784,1.5647577,1.810884
14.14122,43.44604,291.71082,9.775877,41.223457,289.41974,3.122239,3.1377485
-136.7498,-171.05896,429.08005,-135.5907,-171.09671,429.65726,0.7479119,1.3199538
138.77205,248.09308,405.16925,140.62068,248.88875,404.40863,1.2421857,1.4390818
-164.96074,111.10999,392.94766,-166.92458,108.0121,389.6081,2.863932,47.56437
38.598972,-80.22165,204.18495,42.543312,-82.54478,202.35771,2.845672,25.075024
17.949465,209.43736,444.94232,19.580524,209.83452,440.61475,2.6799252,2.3279939
85.9514,106.195435,385.62085,86.07866,108.03076,382.77118,1.9583362,5.036966
130.2433,-83.43773,381.96906,131.00781,-81.41219,380.14066,1.6360844,0.73988307
-195.08606,214.69225,450.7227,-195.01508,213.29565,453.11606,1.6003889,1.6961147
62.47048,-87.82906,263.0667,69.13506,-89.63462,267.86478,4.8544865,19.757072
-43.02206,-90.019485,378.06616,-44.205173,-87.11264,378.61682,1.8396313,1.6937495
57.100716,-235.13765,492.17728,56.52265,-234.96402,492.7062,0.46334755,0.23514141
96.99227,100.45405,448.9356,96.31622,101.03693,450.88217,1.2363789,1.7667131
42.73979,-195.9992,475.9655,41.18453,-196.1125,477.21655,1.154235,1.1967231
116.44304,-225.66386,357.07858,114.318504,-225.20595,354.37164,2.0042336,2.375033
10.012629,78.03388,222.79654,9.460422,77.842476,223.34787,0.4638729,3.6305068
-18.566095,234.1776,398.77124,-19.084814,234.89233,398.23993,0.59503764,0.897283
-106.61556,-217.91185,448.45108,-109.26436,-215.46858,450.62192,2.428869,48.343864
-135.42416,129.92339,285.94733,-132.91493,131.8918,291.55,3.7220385,1.4830922
97.65105,-135.66975,338.13895,96.15029,-134.87544,338.4204,0.9937168,1.9355986
97.85568,180.61653,285.03665,98.572136,180.82707,285.0916,0.43230155,6.750674
-152.25874,-243.92786,254.01222,-149.99042,-244.20888,254.60703,1.3635817,2.5426319
235.91872,-152.92537,455.8274,236.55998,-154.47379,454.79562,1.1362748,0.96593803
85.575386,237.57265,403.55823,85.3266,238.73349,402.45755,0.9346911,3.952753
15.608062,37.695236,361.17,19.040241,36.055668,361.49078,2.2038553,2.4665594
170.58768,-184.14044,448.56287,170.792,-184.57588,447.80536,0.51806575,1.8999758
-6.739784,-247.64032,273.79025,-10.790081,-247.39868,274.12656,2.3506308,1.7975913
-12.027565,-45.483894,402.24777,-12.361358,-42.554985,399.3525,2.3855453,38.404724
-120.8628,-32.786777,484.91467,-120.57792,-31.493671,485.4372,0.8218495,1.4529426
-171.93227,16.4017,442.32047,-172.68205,17.584839,441.63803,0.8995769,1.4769907
105.810295,90.39896,410.42545,106.32773,91.29405,414.32825,2.331008,1.2198399
172.05548,-173.01244,457.34018,175.15186,-172.40706,456.7186,1.8565543,0.9654968
88.89939,-90.81864,301.12912,87.90007,-86.423294,303.91553,3.0595093,2.8945887
-65.58924,-223.50714,307.814,-63.892303,-222.92549,305.14627,1.8560413,6.9480195
37.861046,248.25192,202.90123,33.82033,248.58443,205.92833,2.921259,7.87572
31.706236,-38.074844,408.204,31.686493,-38.22604,405.5594,1.5294095,7.1175785
218.28304,89.24255,458.66223,219.6103,86.88202,456.72662,1.921835,1.5865473
-56.162895,-107.36839,326.04532,-57.63389,-108.34852,325.9448,1.0221826,7.9108095
-167.60867,-178.89107,465.25064,-168.37022,-177.82268,466.8271,1.1841453,7.5892687
188.46645,-153.23273,447.44357,190.9603,-155.7031,446.0301,2.1847913,1.6721274
197.36426,-242.40483,430.15018,197.99716,-243.07382,429.89667,0.5514779,3.161485
-225.8672,94.1393,309.05597,-221.91031,95.32173,310.30246,2.4905753,2.8912687
-150.88799,244.84476,436.3953,-149.25417,244.27731,436.02625,1.021038,1.0049239
68.14182,-204.19954,384.13818,68.52538,-201.37524,384.55615,1.6631756,5.5253844
144.42258,-167.38,485.92334,145.23842,-166.51247,486.47427,0.7575726,1.8392276
53.346252,150.84842,242.99512,50.69644,141.54012,238.12256,6.255873,20.13496
-154.2054,68.19448,438.70953,-155.08728,66.16035,438.09937,1.3276196,2.0128667
-191.17921,223.8999,331.68994,-191.57181,219.50189,333.35666,2.724859,13.106949
2.986317,-67.64397,276.0641,-1.1497438,-65.1654,276.27774,2.7866318,4.164887
157.7552,-35.96882,209.39124,157.25046,-35.82947,207.03867,1.3914943,2.836261
-141.46642,-106.79874,478.67456,-142.79678,-108.22034,477.1715,1.4200928,2.2927074
-212.43365,152.1946,212.61282,-213.06166,152.2352,210.38701,1.3354515,4.643755
25.5225,-156.24185,458.8956,25.708977,-155.26549,458.16446,0.71242005,0.90576494
-154.09143,-60.099556,314.45337,-154.5992,-65.162155,319.0675,3.9656014,4.2203245
-216.28813,79.69902,468.5743,-217.25888,81.93945,467.2235,1.6110609,0.92105013
136.6323,206.69206,294.10587,132.84161,204.4138,295.25763,2.638578,4.751839
160.6133,156.41481,399.40652,160.32054,154.2356,398.5663,1.3589989,1.4000173
-50.832222,-207.51869,309.50308,-49.79972,-206.76009,311.24304,1.2475312,3.045404
-102.96182,182.03975,300.5222,-104.33307,183.05676,300.75113,0.9944928,2.3753743
-111.43955,145.66283,394.01703,-109.3145,143.69391,393.51807,1.697199,1.9149375
-69.51429,-14.632816,432.66034,-68.07066,-13.007166,433.03705,1.2739316,1.7400934
38.45382,26.888296,242.38005,37.722282,28.639439,246.55852,2.6496058,2.3524673
13.910039,-28.393381,225.33208,11.1432295,-29.521093,227.27078,2.0563357,13.597537
-72.32541,-222.26883,271.26953,-70.62179,-219.48135,272.95236,2.1216555,3.1748192
68.71049,-89.85904,243.8725,66.3633,-92.57392,248.87332,3.5537834,14.901757
87.88372,206.54227,272.90054,84.24912,206.81831,275.6263,2.6278203,1.3446028
29.139475,49.319145,477.01678,29.7768,47.02658,476.0976,1.4727461,2.5180962
-56.35254,-200.90904,471.92966,-56.133957,-200.37997,471.06696,0.5977583,2.4305105
61.951393,25.720453,385.37625,60.899555,25.0832,386.76715,1.0719229,1.0686318
45.951393,59.21557,471.92654,45.370773,61.10927,470.16434,1.5306417,1.7557682
-79.83807,155.61931,287.7963,-78.75745,157.04819,287.2059,1.0890385,1.9644248
-98.39949,40.79288,228.25226,-99.4599,44.14001,223.97148,3.196498,5.1890435
22.87444,-149.3281,309.71796,24.285053,-148.60487,310.2596,0.9671732,1.1868055
56.170868,234.96422,463.88113,55.291836,238.59584,462.0542,2.4013238,20.52479
55.39922,-101.86755,208.46594,47.587708,-103.4904,204.23729,5.2132797,7.6610217
-58.580994,112.68197,462.4929,-62.48625,112.80687,463.1691,2.2893887,2.7164032
32.88695,93.86272,337.3121,30.142988,91.02964,338.194,2.333338,2.3969538
242.88481,211.63838,423.33377,242.79498,211.30594,423.82974,0.34860462,3.220821
-35.987743,132.51341,358.1416,-36.99273,133.05392,357.78937,0.68949705,1.8816484
171.50735,-56.14752,227.08134,163.08054,-52.625355,228.42476,5.329843,3.1974528
-209.33817,-225.99129,420.13074,-206.83427,-223.42331,418.53232,2.2670777,1.4557711
187.61412,78.16891,238.27856,190.70139,79.63577,237.79842,1.9927738,5.7045045
220.85307,-244.05733,483.50818,217.94078,-238.87602,487.23352,4.0499196,0.6631216
-119.067986,-223.79854,353.50314,-121.814186,-222.76729,356.15482,2.283014,2.174255
-243.9493,-238.41939,393.59824,-245.37761,-236.38821,394.0377,1.4558923,2.8538125
-8.495793,36.56524,204.35074,-7.179847,35.263702,205.69127,1.3194361,13.185664
-158.64388,143.72125,241.1709,-154.52048,142.36887,240.61473,2.525911,4.5472918
235.81563,-214.87396,445.22183,236.5344,-216.12755,443.22708,1.4221032,1.358878
198.84921,-90.35175,217.44577,198.55426,-90.433235,214.41722,1.7574363,3.0165234
230.33244,-60.410248,212.5935,231.69643,-60.390358,209.6118,1.8930935,3.089705
51.934826,199.71568,225.98102,51.899395,202.48436,219.1519,4.254553,5.0401907
7.5801835,73.16804,252.30002,4.1084776,75.71651,260.94736,5.5774517,4.2639885
166.35892,-47.624504,425.18292,164.63846,-52.54969,426.11804,3.060059,2.1921139
76.174484,211.00438,399.54492,73.08963,211.79068,399.00427,1.8643047,3.106079
-125.72115,93.565605,437.2334,-127.10266,93.50242,434.35934,1.8414435,1.949976
217.14302,86.12324,428.54456,217.69307,85.9599,430.22925,1.0275247,1.9282483
-30.150276,106.04664,219.42911,-33.968365,107.67693,216.4647,2.9452412,9.748018
136.77812,20.913944,274.16995,137.62056,17.836014,272.10083,2.1958008,0.63595486
0.4689785,-16.250732,478.61203,0.073969364,-16.294724,477.728,0.5596076,1.3506515
-158.32187,236.2458,360.6341,-157.62762,235.36745,362.0138,1.0258423,2.8842778
-102.036575,35.91351,411.1962,-104.96372,34.205498,412.73645,2.1492534,28.944717
37.205383,-46.901184,493.11002,33.288277,-45.50306,493.60687,2.4183564,2.5783665
-178.49895,-203.21198,478.07123,-177.50764,-202.3999,477.9476,0.7432869,1.532187
-243.13107,-153.87033,478.05154,-241.7019,-154.43933,480.80872,1.8228439,1.0209934
-33.05439,241.6448,323.11078,-31.604424,242.33815,323.10242,0.9279365,1.3121977
131.09859,230.8523,360.71576,132.47772,233.43536,358.3963,2.156706,2.1336606
57.078636,-248.51193,220.15579,54.504715,-250.26378,219.29266,1.865389,3.888222
-87.92681,-211.10243,214.31715,-89.43244,-211.19577,214.5524,0.8814714,4.845163
108.620476,89.44524,360.35184,108.68376,91.431366,361.07758,1.2213944,3.5214536
-7.7426834,-140.99168,269.01187,-7.54142,-145.89523,271.18222,3.0981562,5.0032697
249.75067,81.82651,305.7037,246.61565,81.20839,303.00253,2.4156973,7.132514
138.01582,-145.089,274.819,139.1158,-146.95908,275.57114,1.3257478,0.98704326
165.31572,-51.578674,340.05728,169.67249,-50.46884,339.67108,2.6052694,5.1608205
-120.22555,-87.05691,478.19418,-118.470474,-89.4265,477.33032,1.7740256,2.1413786
-173.85252,-126.75817,269.09445,-173.14435,-121.83233,268.06128,2.9344437,2.6941652
-150.34805,137.5572,224.46458,-147.84863,142.06686,227.45518,3.4413087,3.9238577
-33.86752,-98.09309,485.97842,-32.94044,-98.22257,486.02036,0.5409864,1.0382104
6.0745597,207.32758,391.13757,5.0142817,206.20078,391.29633,0.89797384,1.4426569
-152.69533,-155.63959,311.0911,-152.95442,-154.46056,307.92917,1.9540576,2.402563
139.97238,197.46806,350.8727,137.74825,196.54549,352.49933,1.6776785,2.5634038
184.21558,-173.25572,229.06752,186.12051,-173.44507,234.2425,3.185644,6.014893
-91.997505,-102.02773,293.32718,-90.51839,-102.552315,292.27893,1.089618,1.5338738
4.0320983,241.85147,211.58897,4.5346675,244.39055,211.74492,1.4970872,2.9696429
47.1873,-226.34102,245.02486,48.728428,-225.90858,237.71698,4.319226,2.2706282
111.18909,169.14723,342.30005,108.7565,167.97557,344.61444,2.0531828,1.0904553
-176.26378,-168.15831,224.75084,-176.03064,-166.09575,225.0897,1.2142683,11.822342
-109.56447,9.5478735,297.02957,-109.15905,10.815652,297.52255,0.81948286,2.2164147
115.353,229.09999,377.6539,117.581764,230.2777,376.75183,1.5457597,10.861937
34.096157,-190.53505,458.65146,35.55537,-190.97682,458.63788,0.8802747,19.857359
199.9729,-61.548244,268.55972,204.15985,-61.732285,271.39813,2.9223845,16.436932
-26.070818,4.089982,308.85306,-30.092192,2.5796483,307.8023,2.5532093,2.1930547
-46.693577,76.11626,283.17996,-43.198986,76.05776,282.86807,2.025904,2.63686
-96.74639,-81.88095,285.90115,-96.68366,-79.36622,287.19928,1.6343138,3.8599062
-134.31372,-125.626625,488.04456,-136.09836,-124.88342,487.3441,1.1871449,2.0756974
75.38316,203.91016,329.92538,72.197365,204.52165,330.56558,1.9090219,3.953409
-117.657,-245.96594,442.82758,-113.443405,-244.14409,444.78928,2.882232,1.3319199
181.13776,240.61159,244.92842,182.22108,242.01846,243.03973,1.4966673,4.744926
-114.675804,-175.348,338.41794,-113.83387,-176.85175,337.2212,1.2113746,2.4435782
86.67982,-134.48492,340.27274,88.57955,-132.44083,343.59482,2.504899,6.0766683
34.09207,115.81562,386.69873,35.61816,117.22123,387.5133,1.2868847,1.1518552
64.2294,126.5306,401.82114,62.26413,127.798096,402.98657,1.5085393,1.9117604
197.70839,6.509555,317.70392,195.8068,6.7243953,318.30292,1.157731,3.9435873
-165.00577,-239.22626,259.48593,-164.10114,-239.674,257.16364,1.4619496,1.323532
-175.09222,-138.66983,483.4218,-174.23277,-141.29535,484.138,1.6477185,1.6928617
-189.04889,-146.00682,311.12906,-189.25116,-146.92348,314.33926,1.9310265,0.72214985
-211.78049,196.15865,237.48454,-214.66853,197.01279,236.65152,1.8040968,20.009613
17.11551,-20.58264,362.51404,15.713129,-21.94285,363.19196,1.1939318,3.9038079
-167.13441,133.72153,262.06918,-167.39217,131.33327,260.8498,1.555328,3.7875042
153.58395,203.11781,440.2263,156.49721,201.6029,440.70435,1.9157708,2.105087
-238.69473,-53.424484,407.21497,-239.68465,-51.65492,406.60297,1.2228158,8.688384
-62.696518,211.94221,379.97946,-59.033367,213.4372,379.42365,2.3066983,0.51098436
-13.398014,90.20722,204.63867,-11.500052,91.49846,204.89229,1.3334006,7.9591336
-141.73586,52.429966,326.76587,-143.85759,52.435402,326.21564,1.2655095,1.5320822
-72.04689,-24.659355,365.64874,-74.277084,-22.80537,367.98947,2.1517463,3.426372
-138.60428,-28.944252,429.1477,-136.56805,-29.068792,429.05585,1.1790049,0.6469733
-109.085945,-88.00669,302.2734,-113.561066,-89.07199,302.57483,2.6616051,5.4458814
213.43553,-110.54824,480.6889,215.28062,-109.01645,481.02393,1.3979739,1.8330748
-41.412315,-7.4278445,333.93356,-44.542973,-6.383788,335.17792,2.0362945,2.0832481
-57.067528,-46.169754,225.85402,-60.70062,-46.452454,228.39441,2.5646865,4.0914803
55.587223,-118.84141,330.7999,59.79523,-116.239494,329.77936,2.9165494,2.8317013
82.07093,-213.13698,452.33908,84.79326,-212.18,449.8816,2.1883132,1.9514866
80.138275,236.63464,256.42838,79.058205,237.23569,255.6668,0.83821476,2.4615555
-207.62051,36.36573,296.7471,-205.65865,35.708878,299.501,1.9886664,0.851852
40.95129,-82.01649,493.26086,39.85982,-81.78538,492.12958,0.91733766,1.3123308
117.9618,170.1539,222.03017,116.29162,170.56277,221.1686,1.1104039,2.6534278
147.7842,-6.476157,301.66696,148.60376,-5.8619742,304.17508,1.5641357,1.8738817
44.267124,167.92334,331.81433,40.581593,169.4189,336.85736,3.7081888,12.641882
-184.71347,-167.6167,344.39282,-187.59824,-168.61945,342.44955,2.0899494,1.8037059
-208.12984,-177.20132,364.5285,-210.92929,-176.5278,363.89603,1.7020185,1.4112415
-88.47316,-132.36922,405.51367,-90.168335,-134.92354,405.0209,1.7926699,0.7852462
213.7794,180.11374,317.29404,214.67186,177.99115,316.5051,1.4052626,4.2628565
-13.691236,132.31006,210.34569,-16.279404,134.07234,214.82657,3.1560814,9.274911
197.73695,-85.979576,301.6139,198.97502,-84.32685,304.50635,2.0518782,1.983481
-20.162523,216.76772,206.37585,-17.600931,218.57211,207.1249,1.8599879,1.2020903
127.55905,180.17711,350.26846,127.16727,180.6086,354.8469,2.6646888,1.4209204
-7.4364123,-55.959736,460.7403,-6.327377,-53.5054,463.76263,2.3372526,2.3411696
104.351135,49.928616,225.26088,94.97225,49.500336,224.69617,5.4303403,18.600657
-91.41036,242.4164,322.02576,-89.4649,241.44559,325.32553,2.2815065,2.4927688
194.93262,103.149414,473.9193,193.87074,103.633354,474.56464,0.769896,1.2267206
-117.145966,-151.12971,449.0911,-116.16203,-152.11606,447.98737,1.0261927,1.6366681
-246.91159,49.315083,421.49252,-246.80841,49.094837,422.44943,0.5700378,1.4612367
110.58289,195.62555,413.1876,113.12504,193.98279,416.08646,2.4196818,2.3142076
88.30223,16.163675,202.31506,89.02824,18.469631,199.50745,2.1390986,4.5320473
78.45072,-16.31225,330.72708,75.78953,-16.42685,332.9209,1.9923118,2.16649
93.707504,122.697,466.84244,94.597534,124.02805,466.40204,0.95878595,0.5998166
43.132103,-22.977886,416.66403,42.71732,-23.273401,417.37662,0.5056852,0.94838905
-192.36052,66.57178,305.58188,-193.79991,68.936005,303.21274,2.1035087,2.428523
84.60187,-246.48659,368.17883,87.19606,-247.55806,368.58633,1.637472,2.5489113
-246.70073,131.40549,385.7536,-246.8671,133.63232,383.76498,1.7263719,1.8007488
-158.57855,230.51466,459.09454,-157.28223,229.41747,459.85168,1.0735561,1.3575661
-39.5608,172.61092,364.5945,-38.062523,172.2804,363.07248,1.2477527,3.6937332
-60.815308,158.3557,456.30783,-58.69992,156.93297,457.78998,1.7025257,3.2270544
-190.51743,-13.206167,421.04715,-193.68414,-13.782099,420.14023,1.9306566,2.8336413
-36.521194,117.679756,499.014,-38.622837,118.27373,498.9855,1.2610202,3.4357374
61.808624,-5.4204483,302.36172,65.74838,-8.167585,301.82892,2.7900023,2.0496933
-61.268284,-193.22878,354.70602,-62.272778,-193.80847,354.7787,0.67090374,7.9747233
104.24974,-233.23235,389.3051,105.15263,-232.46065,389.09967,0.6959265,2.8437521
-134.53896,-75.902016,204.46416,-135.49837,-77.71826,199.98528,2.844855,3.2714703
-178.08737,168.31523,361.74838,-177.1614,168.06003,361.39255,0.5913705,1.0909567
124.44992,-14.917498,341.01907,128.04295,-15.06965,339.48447,2.2574363,3.431468
84.36407,-194.48816,283.61377,86.54278,-192.85358,284.78122,1.7109042,2.6680796
-35.31465,-233.22235,384.6848,-35.688965,-234.16444,384.18503,0.6525427,2.1028323
-181.61635,13.929223,416.3865,-181.65266,13.2084,415.36798,0.7207165,1.9186504
81.84187,-125.795425,401.06674,80.20535,-125.6489,402.21658,1.1578432,2.4786427
124.977875,69.35911,471.90683,123.866005,69.07986,473.0423,0.9315797,1.9567199
-168.02867,-102.13564,339.5087,-166.32182,-101.06504,338.58905,1.2787066,0.7087553
94.65087,-28.203125,413.62244,92.91719,-28.372398,414.70148,1.1830231,2.6914966
-72.18146,-179.30476,253.8479,-71.17327,-180.38615,251.98692,1.3722343,2.486258
207.5593,-47.089226,395.86453,204.7244,-47.45241,395.5667,1.6590418,70.20372
125.76984,34.314365,239.60039,128.39137,38.326942,240.20108,2.7889102,2.892921
-113.134415,15.235632,438.79382,-112.3513,16.035254,439.15952,0.6798012,1.0519679
219.01315,-198.91348,443.5927,219.91396,-199.3683,440.92978,1.644133,3.9132254
-237.38362,180.02026,241.78146,-239.47511,180.58653,242.0784,1.2626915,23.81417
-157.588,106.9393,477.48352,-157.24403,106.515915,475.1493,1.3839785,1.1616033
-129.04851,-175.58435,346.74115,-128.86101,-174.77371,346.73654,0.480386,2.4954903
116.04005,-194.87367,473.96957,116.36451,-195.80156,471.1697,1.7132326,2.917221
13.084015,-163.3179,459.51483,12.678088,-161.80363,459.70807,0.91197985,1.2742312
-17.812296,-44.878403,306.0211,-17.76474,-43.76775,305.69482,0.6688944,13.476268
-138.73332,-127.58419,418.69522,-139.66145,-125.696045,418.57513,1.2166815,0.5368494
